firstName,lastName,Team,Position,college,Age,overallRating,birthdate,height,weight,handedness,Jersey Number,yearsPro,X-Factor,Superstar 1,Superstar 2,Superstar 3,Superstar 4,Superstar 5,Archetype,Position Type,stats/acceleration/value,stats/acceleration/diff,stats/agility/value,stats/agility/diff,stats/jumping/value,stats/jumping/diff,stats/stamina/value,stats/stamina/diff,stats/strength/value,stats/strength/diff,stats/awareness/value,stats/awareness/diff,stats/bCVision/value,stats/bCVision/diff,stats/blockShedding/value,stats/blockShedding/diff,stats/breakSack/value,stats/breakSack/diff,stats/breakTackle/value,stats/breakTackle/diff,stats/carrying/value,stats/carrying/diff,stats/catchInTraffic/value,stats/catchInTraffic/diff,stats/catching/value,stats/catching/diff,stats/changeOfDirection/value,stats/changeOfDirection/diff,stats/deepRouteRunning/value,stats/deepRouteRunning/diff,stats/finesseMoves/value,stats/finesseMoves/diff,stats/hitPower/value,stats/hitPower/diff,stats/impactBlocking/value,stats/impactBlocking/diff,stats/injury/value,stats/injury/diff,stats/jukeMove/value,stats/jukeMove/diff,stats/kickAccuracy/value,stats/kickAccuracy/diff,stats/kickPower/value,stats/kickPower/diff,stats/kickReturn/value,stats/kickReturn/diff,stats/leadBlock/value,stats/leadBlock/diff,stats/manCoverage/value,stats/manCoverage/diff,stats/mediumRouteRunning/value,stats/mediumRouteRunning/diff,stats/overall/value,stats/overall/diff,stats/passBlock/value,stats/passBlock/diff,stats/passBlockFinesse/value,stats/passBlockFinesse/diff,stats/passBlockPower/value,stats/passBlockPower/diff,stats/playAction/value,stats/playAction/diff,stats/playRecognition/value,stats/playRecognition/diff,stats/powerMoves/value,stats/powerMoves/diff,stats/press/value,stats/press/diff,stats/pursuit/value,stats/pursuit/diff,stats/release/value,stats/release/diff,stats/runBlock/value,stats/runBlock/diff,stats/runBlockFinesse/value,stats/runBlockFinesse/diff,stats/runBlockPower/value,stats/runBlockPower/diff,stats/runningStyle/value,stats/runningStyle/diff,stats/shortRouteRunning/value,stats/shortRouteRunning/diff,stats/spectacularCatch/value,stats/spectacularCatch/diff,stats/speed/value,stats/speed/diff,stats/spinMove/value,stats/spinMove/diff,stats/stiffArm/value,stats/stiffArm/diff,stats/tackle/value,stats/tackle/diff,stats/throwAccuracyDeep/value,stats/throwAccuracyDeep/diff,stats/throwAccuracyMid/value,stats/throwAccuracyMid/diff,stats/throwAccuracyShort/value,stats/throwAccuracyShort/diff,stats/throwOnTheRun/value,stats/throwOnTheRun/diff,stats/throwPower/value,stats/throwPower/diff,stats/throwUnderPressure/value,stats/throwUnderPressure/diff,stats/toughness/value,stats/toughness/diff,stats/trucking/value,stats/trucking/diff,stats/zoneCoverage/value,stats/zoneCoverage/diff
Bryan,Cook,Kansas City Chiefs,FS,Cincinnati,25,78,9/7/99,73,206,1,6,3,,,,,,,Run Support - S,Defense,91,0,79,0,83,0,87,0,67,0,78,0,58,0,55,0,20,0,51,0,61,0,51,0,70,0,82,0,28,0,36,0,84,0,65,0,91,0,64,0,17,0,19,0,35,0,25,0,64,0,31,0,78,0,35,0,35,0,35,0,6,0,78,0,32,0,57,0,82,0,35,0,35,0,35,0,35,0,Default Stride Loose,0,35,0,59,0,90,0,55,0,44,0,78,0,6,0,6,0,6,0,6,0,24,0,10,0,89,0,45,0,75,0
Cairo,Santos,Chicago Bears,K,Tulane,33,78,11/12/91,68,173,1,8,11,,,,,,,Power - KP,Special Teams,74,0,66,0,60,0,84,0,33,0,65,0,10,0,26,0,15,0,15,0,35,0,15,0,25,0,51,0,15,0,10,0,25,0,16,0,80,0,10,0,85,0,94,0,10,0,16,0,20,0,15,0,78,0,17,0,17,0,17,0,15,0,29,0,10,0,10,0,42,0,15,0,17,0,16,0,16,0,Short Stride Awkward,0,15,0,15,0,72,0,10,0,10,0,22,0,15,0,15,0,33,0,15,0,26,0,15,0,60,0,10,0,14,0
Cam,Robinson,Houston Texans,LT,Alabama,29,78,10/9/95,78,335,1,74,8,,,,,,,Pass Protector - OT,Offense,67,0,58,0,66,0,89,0,90,0,89,0,14,0,38,0,12,0,8,0,27,0,26,0,32,0,51,0,7,0,26,0,42,0,87,0,89,0,18,0,28,0,19,0,8,0,72,0,11,0,13,0,78,0,82,0,80,0,84,0,6,0,26,0,33,0,12,0,33,0,18,0,68,0,66,0,70,0,Default Stride Awkward,0,23,0,22,0,69,0,14,0,26,0,29,0,6,0,6,0,6,0,6,0,15,0,13,0,94,0,27,0,17,0
Cam,Little,Jacksonville Jaguars,K,Arkansas,22,78,8/17/03,74,179,1,39,1,,,,,,,Power - KP,Special Teams,78,0,65,0,70,0,83,0,41,0,59,0,10,0,12,0,11,0,5,0,20,0,15,0,21,0,59,0,15,0,10,0,13,0,16,0,90,0,21,0,88,0,99,0,10,0,16,0,11,0,15,0,78,0,17,0,17,0,17,0,15,0,15,0,10,0,10,0,29,0,15,0,16,0,16,0,16,0,Default Stride Awkward,0,15,0,15,0,74,0,15,0,10,0,21,0,12,0,21,0,32,0,15,0,29,0,16,0,75,0,10,0,12,0
Christian,Watson,Green Bay Packers,WR,North Dakota St.,26,78,5/12/99,76,208,1,9,3,,,,,,,Deep Threat - WR,Offense,94,0,85,0,91,0,80,0,65,0,80,0,85,0,26,0,18,0,74,0,74,0,85,0,85,0,86,0,81,0,10,0,20,0,42,0,87,0,80,0,17,0,14,0,75,0,25,0,11,0,78,0,78,0,30,0,20,0,25,0,10,0,17,0,10,0,15,0,31,0,69,0,48,0,28,0,23,0,Long Stride Default,0,76,0,84,0,96,0,71,0,54,0,27,0,10,0,15,0,20,0,12,0,26,0,17,0,78,0,47,0,18,0
Connor,McGovern,Buffalo Bills,C,Penn State,27,78,11/3/97,77,318,1,66,6,,,,,,,Pass Protector - C,Offense,62,0,61,0,67,0,84,0,87,0,90,0,10,0,20,0,12,0,5,0,40,0,15,0,35,0,55,0,5,0,10,0,20,0,83,0,87,0,10,0,25,0,25,0,10,0,72,0,12,0,5,0,78,0,80,0,81,0,79,0,10,0,15,0,10,0,10,0,15,0,12,0,77,0,78,0,76,0,Default Stride Awkward,0,15,0,15,0,69,0,10,0,10,0,40,0,10,0,10,0,10,0,10,0,30,0,13,0,84,0,20,0,15,0
D.J.,Jones,Denver Broncos,DT,Ole Miss,30,78,1/19/95,72,305,1,93,8,,,,,,,,Defense,73,0,72,0,71,0,79,0,88,0,85,0,29,0,80,0,12,0,19,0,31,0,24,0,38,0,59,0,5,0,59,0,78,0,89,0,90,0,25,0,19,0,23,0,9,0,36,0,20,0,9,0,78,0,45,0,45,0,44,0,6,0,84,0,75,0,18,0,78,0,14,0,45,0,45,0,46,0,Long Stride Loose,0,17,0,20,0,73,0,17,0,32,0,84,0,6,0,6,0,6,0,6,0,24,0,10,0,89,0,43,0,27,0
Dameon,Pierce,Houston Texans,HB,Florida,25,78,2/19/00,70,214,1,31,3,,,,,,,Power Back - HB,Offense,89,0,82,0,82,0,86,0,84,0,73,0,81,0,39,0,30,0,86,0,89,0,54,0,67,0,81,0,44,0,10,0,40,0,45,0,96,0,82,0,12,0,16,0,78,0,45,0,12,0,52,0,78,0,57,0,35,0,39,0,15,0,14,0,10,0,15,0,46,0,49,0,45,0,27,0,33,0,Default,0,60,0,50,0,90,0,72,0,82,0,41,0,10,0,15,0,20,0,15,0,26,0,11,0,91,0,90,0,16,0
Daniel,Carlson,Las Vegas Raiders,K,Auburn,30,78,1/23/95,77,215,1,8,7,,,,,,,Power - KP,Special Teams,75,0,60,0,42,0,83,0,52,0,65,0,26,0,18,0,17,0,13,0,41,0,15,0,31,0,45,0,15,0,10,0,18,0,22,0,91,0,27,0,84,0,95,0,10,0,16,0,12,0,15,0,78,0,18,0,18,0,18,0,17,0,16,0,10,0,10,0,23,0,15,0,18,0,18,0,18,0,Default Stride Awkward,0,15,0,15,0,71,0,18,0,15,0,26,0,17,0,22,0,32,0,16,0,26,0,15,0,61,0,12,0,16,0
DeMario,Douglas,New England Patriots,WR,Liberty,24,78,12/8/00,68,185,1,3,2,,,,,,,,Offense,93,0,88,0,89,0,83,0,57,0,79,0,86,0,32,0,17,0,73,0,74,0,79,0,91,0,90,0,77,0,10,0,32,0,37,0,89,0,83,0,18,0,21,0,77,0,20,0,32,0,78,0,78,0,30,0,25,0,19,0,6,0,32,0,10,0,34,0,48,0,72,0,52,0,27,0,20,0,Short Stride Default,0,79,0,82,0,91,0,76,0,56,0,41,0,10,0,15,0,24,0,10,0,25,0,15,0,87,0,51,0,41,0
Dorance,Armstrong,Washington Commanders,,Kansas,28,78,6/10/97,76,255,1,92,7,,,,,,,Smaller Speed Rusher - DE,,80,0,80,0,80,0,84,0,82,0,83,0,23,0,79,0,12,0,15,0,28,0,23,0,34,0,67,0,5,0,82,0,76,0,81,0,87,0,31,0,12,0,16,0,10,0,18,0,27,0,10,0,78,0,45,0,45,0,45,0,6,0,85,0,72,0,32,0,84,0,12,0,45,0,45,0,45,0,Long Stride Loose,0,15,0,20,0,79,0,23,0,26,0,81,0,6,0,6,0,6,0,6,0,20,0,14,0,93,0,27,0,41,0
Ezra,Cleveland,Jacksonville Jaguars,LG,Boise State,27,78,5/8/98,78,312,1,76,5,,,,,,,Power - G,Offense,78,0,71,0,74,0,91,0,88,0,77,0,10,0,56,0,12,0,5,0,34,0,15,0,30,0,56,0,5,0,37,0,52,0,83,0,90,0,10,0,11,0,11,0,10,0,84,0,11,0,5,0,78,0,81,0,74,0,85,0,6,0,42,0,50,0,10,0,51,0,15,0,80,0,83,0,77,0,Long Stride Awkward,0,15,0,15,0,76,0,10,0,10,0,55,0,6,0,6,0,6,0,6,0,10,0,10,0,90,0,25,0,12,0
Geno,Stone,Cincinnati Bengals,FS,Iowa,26,78,4/19/99,70,209,1,22,5,,,,,,,Zone - S,Defense,89,0,86,0,82,0,91,0,58,0,83,0,65,0,56,0,26,0,49,0,65,0,48,0,82,0,84,0,11,0,37,0,86,0,55,0,88,0,67,0,22,0,17,0,55,0,14,0,67,0,15,0,78,0,12,0,35,0,35,0,20,0,84,0,32,0,60,0,75,0,34,0,16,0,35,0,35,0,Default Stride Loose,0,30,0,63,0,87,0,62,0,55,0,65,0,21,0,25,0,29,0,33,0,42,0,26,0,89,0,48,0,81,0
Harrison,Phillips,NY Jets,DT,Stanford,29,78,1/25/96,75,307,1,97,7,,,,,,,,Defense,67,0,72,0,78,0,83,0,93,0,73,0,30,0,79,0,12,0,24,0,26,0,22,0,27,0,61,0,3,0,63,0,78,0,83,0,88,0,26,0,11,0,17,0,10,0,32,0,19,0,7,0,78,0,45,0,45,0,45,0,6,0,77,0,72,0,11,0,80,0,15,0,45,0,45,0,45,0,Long Stride Loose,0,15,0,18,0,70,0,19,0,34,0,87,0,6,0,6,0,6,0,6,0,26,0,15,0,91,0,38,0,27,0
Ivan,Pace Jr,Minnesota Vikings,,Cincinnati,24,78,12/16/00,71,231,1,0,2,,,,,,,Run Stopper - OLB,,83,0,78,0,84,0,86,0,72,0,77,0,48,0,71,0,14,0,31,0,53,0,47,0,63,0,73,0,5,0,73,0,85,0,74,0,92,0,52,0,19,0,21,0,10,0,25,0,62,-1,6,0,78,0,35,0,35,0,35,0,6,0,81,0,61,0,42,0,92,0,20,0,40,0,40,0,40,0,Short Stride Loose,0,10,0,45,0,85,0,48,0,36,0,88,0,6,0,6,0,6,0,6,0,22,0,7,0,88,0,44,0,67,-1
J.J.,Jansen,Carolina Panthers,LS,Notre Dame,39,78,1/20/86,74,235,1,44,18,,,,,,,Power - LS,Special Teams,70,0,66,0,42,0,74,0,70,0,71,0,20,0,42,0,10,0,20,0,62,0,51,0,60,0,59,0,35,0,10,0,50,0,69,0,93,0,13,0,21,0,15,0,10,0,53,0,14,0,40,0,78,0,56,0,40,0,50,0,6,0,25,0,10,0,10,0,60,0,40,0,54,0,42,0,50,0,Default,0,45,0,44,0,63,0,10,0,10,0,53,0,6,0,6,0,6,0,6,0,37,0,16,0,76,0,24,0,12,0
Jackson,Powers-Johnson,Las Vegas Raiders,RG,Oregon,22,78,1/23/03,75,328,1,58,1,,,,,,,Power - G,Offense,75,0,69,0,78,0,83,0,88,0,77,0,10,0,49,0,12,0,5,0,37,0,17,0,31,0,57,0,5,0,37,0,55,0,87,0,92,0,10,0,18,0,21,0,10,0,88,0,11,0,10,0,78,-1,78,0,75,0,81,-1,9,0,42,0,45,0,11,0,41,0,15,0,80,-1,82,-1,78,-1,Default Stride Awkward,0,15,0,15,0,70,0,10,0,10,0,46,0,6,0,6,0,8,0,8,0,15,0,9,0,91,0,25,0,11,0
Jahdae,Barron,Denver Broncos,CB,Texas,23,78,12/4/01,71,200,1,23,0,,,,,,,Zone - CB,Defense,92,0,88,0,84,0,93,0,54,0,78,0,75,0,50,0,9,0,48,0,62,0,63,0,75,0,91,0,31,0,45,0,47,0,44,0,89,0,76,0,15,0,18,0,55,0,18,0,74,0,30,0,78,0,25,0,35,0,25,0,6,0,78,0,27,0,73,0,76,0,34,0,25,0,35,0,25,0,Default Stride Loose,0,33,0,69,0,93,0,69,0,37,0,59,0,6,0,6,0,6,0,6,0,24,0,8,0,91,0,32,0,79,0
Jake,Elliott,Philadelphia Eagles,K,Memphis,30,78,1/21/95,69,167,1,4,8,,,,,,,Power - KP,Special Teams,78,0,64,0,52,0,82,0,34,0,64,0,18,0,26,0,14,0,14,0,33,0,19,0,27,0,52,0,12,0,10,0,25,0,18,0,86,0,16,0,84,0,97,0,10,0,13,0,20,0,15,0,78,0,20,0,17,0,17,0,20,0,18,0,10,0,10,0,39,0,16,0,20,0,16,0,16,0,Short Stride Awkward,0,20,0,17,0,76,0,10,0,12,0,27,0,15,0,19,0,33,0,24,0,28,0,15,0,57,0,11,0,14,0
JC,Latham,Tennessee Titans,RT,Alabama,22,78,2/8/03,78,335,1,55,1,,,,,,,Power - OT,Offense,64,0,60,0,68,0,84,0,94,0,72,0,15,0,49,0,18,0,15,0,33,0,19,0,24,0,50,0,10,0,32,0,51,0,91,0,96,0,10,0,17,0,21,0,10,0,87,0,9,0,14,0,78,0,81,0,77,0,85,0,7,0,26,0,47,0,10,0,31,0,19,0,80,0,81,0,80,0,Long Stride Awkward,0,15,0,27,0,63,0,10,0,45,0,40,0,6,0,9,0,11,0,6,0,21,0,5,0,91,0,41,0,10,0
Jonathan,Jones,Washington Commanders,CB,Auburn,31,78,9/20/93,70,190,1,31,9,,,,,,,Slot - CB,Defense,90,0,85,0,87,0,92,0,63,0,80,0,60,0,56,0,15,0,55,0,60,0,60,0,74,0,86,0,11,0,41,0,67,0,44,0,83,0,68,0,17,0,18,0,60,0,14,0,75,0,16,0,78,0,33,0,34,0,33,0,6,0,79,0,35,0,76,0,73,0,27,0,34,0,34,0,33,0,Short Stride Loose,0,26,0,72,0,92,0,65,0,29,0,70,0,6,0,6,0,6,0,6,0,27,0,12,0,73,0,28,0,76,0
Jordan,Davis,Philadelphia Eagles,DT,Georgia,25,78,1/12/00,78,336,1,90,3,,,,,,,,Defense,87,0,58,0,78,0,69,0,96,0,72,0,42,0,78,0,12,0,29,0,53,0,21,0,34,0,51,0,3,0,62,0,82,0,92,0,89,0,22,0,11,0,15,0,10,0,40,0,11,0,5,0,78,0,45,0,45,0,45,0,6,0,75,0,73,0,14,0,77,0,14,0,45,0,45,0,45,0,Long Stride Default,0,13,0,28,0,80,0,17,0,24,0,81,0,6,0,6,0,6,0,6,0,14,0,11,0,87,0,48,0,19,0
Kamren,Kinchens,Los Angeles Rams,FS,Miami,22,78,9/29/02,71,202,1,26,1,,,,,,,Zone - S,Defense,88,0,84,0,84,0,80,0,59,0,82,0,55,0,58,0,25,0,45,0,63,0,68,0,80,0,80,0,11,0,43,0,88,0,56,0,90,0,66,0,15,0,20,0,10,0,42,0,73,0,15,0,78,0,40,0,34,0,35,0,10,0,83,0,38,0,72,0,76,0,22,0,45,0,39,0,40,0,Default Stride Loose,0,24,0,67,0,86,0,64,0,43,0,70,0,14,0,17,0,21,0,23,0,31,0,11,0,83,0,49,0,81,0
Kenneth,Grant,Miami Dolphins,DT,Michigan,21,78,10/27/03,76,330,1,90,0,,,,,,,,Defense,78,0,66,0,76,0,74,0,92,0,77,0,35,0,83,0,21,0,29,0,44,0,37,0,45,0,60,0,10,0,70,0,84,0,88,0,91,0,23,0,25,0,36,0,28,0,27,0,15,0,12,0,78,0,45,0,45,0,45,0,15,0,76,0,75,0,18,0,78,0,17,0,45,0,45,0,45,0,Default Stride Awkward,0,18,0,38,0,68,0,19,0,36,0,82,0,8,0,10,0,15,0,12,0,18,0,17,0,93,0,44,0,21,0
Kyle,Pitts Sr,Atlanta Falcons,TE,Florida,24,78,10/6/00,78,246,1,8,4,,,,,,,Vertical Threat - TE,Offense,93,0,80,0,92,0,86,0,71,0,70,0,81,0,39,0,31,0,63,0,80,0,81,0,85,0,78,0,66,0,32,0,36,0,63,0,90,0,73,0,14,0,18,0,37,0,51,0,16,0,70,0,78,0,60,0,59,0,56,0,23,0,21,0,18,0,17,0,39,0,76,0,56,0,56,0,53,0,Default Stride Loose,0,73,0,87,0,90,0,68,0,75,0,41,0,23,0,32,0,29,0,29,0,48,0,21,0,90,0,70,0,23,0
Mack,Wilson Sr,Arizona Cardinals,,Alabama,27,78,2/14/98,73,246,1,2,6,,,,,,,Run Stopper - OLB,,87,0,80,0,80,0,88,0,79,0,86,0,52,0,73,1,27,0,33,0,59,0,58,0,69,0,72,0,6,0,72,1,85,0,85,0,87,0,54,0,14,0,15,0,10,0,26,0,65,0,11,0,78,0,45,0,45,0,45,0,27,0,84,0,66,0,52,0,84,0,17,0,45,0,45,0,45,0,Default Stride Loose,0,21,0,63,0,87,0,39,0,42,0,83,0,30,0,38,0,48,0,25,0,52,0,30,0,88,0,36,0,68,0
Marcus,Jones,New England Patriots,CB,Houston,26,78,10/22/98,68,175,1,25,3,,,,,,,Manto Man - CB,Defense,95,0,92,0,87,0,93,0,48,0,76,0,88,0,42,0,24,0,74,0,65,0,48,0,77,0,93,0,42,0,36,0,60,0,41,0,87,0,87,0,13,0,14,0,88,0,15,0,77,0,45,0,78,0,30,0,27,0,29,0,6,0,77,0,25,0,70,0,74,0,29,0,31,0,30,0,31,0,Short Stride Default,0,54,0,66,0,92,0,83,0,31,0,63,0,8,0,12,0,16,0,21,0,24,0,10,0,84,0,26,0,70,0
Matthew,Judon,Miami Dolphins,,Grand Valley St.,33,78,8/15/92,75,261,1,8,9,Demoralizer,Edge Threat,,,,,Run Stopper - DE,,87,0,77,0,80,0,87,0,84,0,78,0,28,0,78,0,12,0,11,0,43,0,17,0,46,0,67,0,5,0,69,0,80,0,73,0,89,0,29,0,19,0,21,0,9,0,10,0,49,0,5,0,78,0,45,0,44,0,45,0,6,0,76,0,75,0,24,0,87,0,17,0,45,0,45,0,44,0,Default Stride Loose,0,13,0,19,0,84,0,25,0,31,0,87,0,6,0,6,0,6,0,6,0,22,0,13,0,87,0,29,0,63,0
Maxwell,Hairston,Buffalo Bills,CB,Kentucky,22,78,8/6/03,71,183,1,31,0,,,,,,,Manto Man - CB,Defense,93,0,94,0,93,0,83,0,59,0,70,0,77,0,46,0,22,0,50,0,63,0,61,0,74,0,95,0,38,0,31,0,51,0,46,0,88,0,79,0,19,0,20,0,47,0,22,0,78,0,35,0,78,0,25,0,35,0,25,0,13,0,67,0,26,0,72,0,73,0,43,0,35,0,35,0,25,0,Default,0,37,0,68,0,96,0,69,0,34,0,61,0,21,0,15,0,15,0,22,0,20,0,23,0,86,0,27,0,77,0
Michael,Wilson,Arizona Cardinals,WR,Stanford,25,78,2/23/00,74,213,1,14,2,,,,,,,Slot - WR,Offense,90,0,89,0,93,0,76,0,72,0,80,0,79,0,33,0,24,0,77,0,72,0,86,0,89,0,85,0,75,0,10,0,37,0,52,0,83,0,76,0,24,0,25,0,60,0,34,0,10,0,78,0,78,0,32,0,23,0,25,0,10,0,15,0,10,0,17,0,39,0,75,0,56,0,34,0,39,0,Long Stride Default,0,79,0,86,0,89,0,73,0,74,0,42,0,15,0,20,0,25,0,15,0,33,0,20,0,80,0,64,0,15,0
Mike,Danna,Kansas City Chiefs,,Michigan,27,78,12/1/97,74,257,1,51,5,,,,,,,Run Stopper - DE,,84,0,74,0,71,0,80,0,82,0,78,0,47,0,79,0,12,0,27,0,31,0,16,0,31,0,63,0,5,0,66,0,78,0,87,0,91,0,31,0,13,0,17,0,6,0,14,0,16,0,5,0,78,0,45,0,45,0,45,0,6,0,80,0,75,0,16,0,82,0,15,0,45,0,45,0,45,0,Long Stride Default,0,10,0,18,0,81,0,32,0,43,0,90,0,6,0,6,0,6,0,6,0,26,0,10,0,86,0,37,0,25,0
Mykel,Williams,San Francisco 49ers,,Georgia,21,78,6/29/04,77,267,1,98,0,,,,,,,Run Stopper - DE,,89,0,82,0,79,0,82,0,86,0,77,0,34,0,82,0,18,0,31,0,43,0,15,0,41,0,71,0,10,0,72,-2,83,0,88,0,87,0,39,0,21,0,23,0,30,0,52,0,18,0,15,0,78,0,52,0,51,0,53,0,25,0,77,0,78,-2,27,0,83,0,22,0,50,0,49,0,52,0,Long Stride Loose,0,20,0,15,0,81,0,35,0,38,0,79,0,7,0,18,0,11,0,21,0,8,0,21,0,84,0,35,0,26,0
Pete,Werner,New Orleans Saints,,Ohio State,27,78,6/5/98,75,242,1,20,4,,,,,,,Run Stopper - OLB,,88,0,81,0,89,0,88,0,72,0,81,0,35,0,73,0,12,0,15,0,55,0,42,0,62,0,72,0,5,0,54,0,82,0,72,0,88,0,22,0,20,0,20,0,10,0,14,0,70,0,5,0,78,0,45,0,45,0,45,0,6,0,79,0,61,0,53,0,87,0,20,0,45,0,45,0,45,0,Default Stride Loose,0,10,0,48,0,84,0,30,0,39,0,88,0,6,0,6,0,6,0,6,0,30,0,15,0,82,0,47,0,66,0
Raheem,Mostert,Las Vegas Raiders,HB,Purdue,33,78,4/9/92,70,205,1,31,10,,,,,,,Elusive Back - HB,Offense,92,0,85,0,89,0,84,0,67,0,78,-2,85,0,27,0,20,0,82,0,85,0,53,0,70,0,84,0,51,0,10,0,20,0,30,0,79,0,87,0,23,0,25,0,83,0,36,0,15,0,58,0,78,-1,61,0,20,0,25,0,15,0,20,0,10,0,20,0,51,0,57,0,47,0,30,0,32,0,Default,0,64,0,52,0,91,0,81,0,81,0,41,0,20,0,30,0,35,0,15,0,30,0,11,0,82,0,74,0,20,0
Rayshawn,Jenkins,Cleveland Browns,SS,Miami,31,78,1/25/94,73,200,1,5,8,,,,,,,Run Support - S,Defense,87,0,80,0,88,0,92,0,72,0,80,0,66,0,67,0,17,0,46,0,65,0,64,0,78,0,81,0,13,0,37,0,90,0,61,0,87,0,71,0,15,0,20,0,65,0,15,0,63,0,18,0,78,0,35,0,35,0,35,0,15,0,77,0,49,0,62,0,82,0,22,0,35,0,35,0,35,0,Default Stride Loose,0,28,0,66,0,88,0,62,0,38,0,77,0,10,0,15,0,18,0,23,0,30,0,12,0,87,0,43,0,74,0
Roger,McCreary,Tennessee Titans,CB,Auburn,25,78,2/10/00,71,190,1,21,3,,,,,,,Manto Man - CB,Defense,91,0,87,0,77,0,93,0,65,0,77,0,68,0,53,0,36,0,54,0,63,0,60,0,72,0,87,0,29,0,47,0,65,0,54,0,92,0,72,0,36,0,42,0,60,0,20,0,81,0,33,0,78,0,35,0,35,0,35,0,19,0,76,0,38,0,84,0,72,0,37,0,35,0,35,0,35,0,Default,0,38,0,58,0,89,0,64,0,37,0,59,0,24,0,28,0,31,0,34,0,39,0,20,0,85,0,32,0,80,0
Rondale,Moore,Minnesota Vikings,WR,Purdue,25,78,6/9/00,67,180,1,4,4,,,,,,,,Offense,91,0,92,0,87,0,84,0,66,0,73,0,90,0,29,0,34,0,79,0,74,0,77,0,82,0,90,0,76,0,10,0,18,0,44,0,82,0,87,0,20,0,23,0,77,0,24,0,10,0,75,0,78,0,32,0,20,0,23,0,29,0,16,0,10,0,15,0,35,0,65,0,49,0,28,0,24,0,Short Stride Loose,0,78,0,79,0,93,0,80,0,53,0,25,0,35,0,36,0,42,0,37,0,41,0,31,0,78,0,52,0,16,0
Sebastian,Joseph-Day,Tennessee Titans,DT,Rutgers,30,78,3/21/95,76,310,1,69,7,,,,,,,,Defense,78,0,68,0,77,0,79,0,86,0,80,0,20,0,80,0,12,0,16,0,24,0,20,0,21,0,59,0,3,0,56,0,76,0,84,0,88,0,24,0,6,0,8,0,10,0,23,0,20,0,7,0,78,0,45,0,45,0,45,0,6,0,84,0,74,0,10,0,78,0,15,0,45,0,45,0,45,0,Default Stride Awkward,0,15,0,19,0,74,0,17,0,26,0,85,0,6,0,6,0,6,0,6,0,10,0,14,0,88,0,20,0,26,0
Taliese,Fuaga,New Orleans Saints,RT,Oregon State,23,78,4/5/02,78,324,1,75,1,,,,,,,Power - OT,Offense,73,0,63,0,78,0,87,0,93,0,74,0,15,0,42,0,15,0,24,0,33,0,18,0,22,0,50,0,5,0,10,0,46,0,88,0,92,0,13,0,31,0,34,0,10,0,85,0,9,0,8,0,78,0,73,0,66,0,80,0,6,0,15,0,35,0,10,0,15,0,12,0,82,-1,80,-1,83,-1,Long Stride Awkward,0,12,0,21,0,68,0,12,0,44,0,39,0,6,0,7,0,9,0,7,0,14,0,5,0,94,0,44,0,9,0
Ted,Karras,Cincinnati Bengals,C,Illinois,32,78,3/15/93,76,310,1,64,9,,,,,,,Pass Protector - C,Offense,61,0,52,0,67,0,88,0,86,0,82,0,10,0,29,0,12,0,6,0,31,0,24,0,26,0,42,0,6,0,27,0,67,0,82,0,92,0,10,0,21,0,25,0,11,0,70,0,12,0,12,0,78,0,83,0,84,0,83,0,6,0,10,0,31,0,10,0,37,0,18,0,68,0,69,0,68,0,Default Stride Awkward,0,22,0,23,0,69,0,10,0,10,0,30,0,6,0,6,0,6,0,6,0,29,0,10,0,90,0,25,0,12,0
Tim,Patrick,Jacksonville Jaguars,WR,Utah,31,78,11/23/93,76,212,1,17,8,,,,,,,Deep Threat - WR,Offense,90,0,82,0,89,0,88,0,69,0,82,1,74,0,28,0,22,0,69,0,74,0,84,-1,92,0,83,0,77,0,10,0,27,0,58,0,84,0,78,0,15,0,19,0,48,0,38,0,20,0,78,0,78,0,43,0,17,0,20,0,6,0,22,0,10,0,17,0,31,0,82,0,55,0,30,0,34,0,Long Stride Default,0,78,0,85,0,88,0,72,0,67,0,35,0,15,0,15,0,20,0,15,0,36,0,19,0,83,0,58,0,26,0
Travis,Jones,Baltimore Ravens,DT,Connecticut,25,78,10/15/99,76,334,1,98,3,,,,,,,,Defense,72,0,71,0,71,0,70,0,95,0,75,0,20,0,80,0,10,0,19,0,25,0,13,0,26,0,59,0,5,0,61,0,81,0,87,0,90,0,18,0,14,0,15,0,10,0,35,0,15,0,6,0,78,0,45,0,45,0,45,0,6,0,74,0,74,0,16,0,77,0,14,0,45,0,45,0,45,0,Long Stride Awkward,0,10,0,14,0,75,0,17,0,35,0,83,0,6,0,6,0,6,0,6,0,20,0,10,0,89,0,33,0,19,0
Travon,Walker,Jacksonville Jaguars,,Georgia,24,78,12/18/00,77,272,1,44,3,,,,,,,Power Rusher - DE,,92,0,83,0,88,0,83,0,88,0,74,0,47,0,81,0,12,0,29,0,54,0,46,0,60,0,73,0,14,0,71,0,87,0,96,0,92,0,46,0,15,0,14,0,10,0,21,0,44,0,19,0,78,0,45,0,45,0,45,0,6,0,72,0,78,0,29,0,82,0,27,0,45,0,45,0,45,0,Long Stride Loose,0,25,0,49,0,88,0,40,0,49,0,78,0,6,0,6,0,6,0,6,0,18,0,13,0,89,0,48,0,54,0
